Violation ID,Vehicle ID,First Occurrence,Last Occurrence,Violation Status,Violation Type,route_id_left,Stop ID,Stop Name,geometry,index_right,route_id_right,direction,segment_number,speed,trips,dist_meters,longitude,latitude
352308236,f648f40a46e9c855b049c40b6806adf2be42ac70b7f9582906c8cb2a68fe636d,01/31/2023 04:10:34 PM,01/31/2023 04:20:43 PM,EXEMPT - BUS/PARATRANSIT,MOBILE BUS LANE,B44+,303376,NOSTRAND AV/AV L,POINT (-73.9474733333333 40.6311433333333),20,B44+,S,3,9.600707752669802,6725,2.4676922345363272e-05,-73.9474733333333,40.6311433333333
352307986,439777b5a32cc60838c38430cc80254b3acccda7a2ce703ba2aae6bbbee2eb18,01/31/2023 04:10:18 PM,01/31/2023 04:19:54 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,303376,NOSTRAND AV/AV L,POINT (-73.9474066666667 40.6300516666667),14,B44+,N,2,10.117169753113812,6535,1.761215828850648e-05,-73.9474066666667,40.6300516666667
352296172,b9fdcd7d14de6486d03bff334f5c9a5148d211ab69a4af6b49b9b7dd5a7215e3,01/31/2023 09:46:00 AM,01/31/2023 10:34:00 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,303945,ROGERS AV/CLARKSON AV,POINT (-73.95356083 40.6600105),13,B44+,N,1,8.985104512569402,6778,9.240022782231774e-05,-73.95356083,40.6600105
352291383,f7080c389a4fc1d1916de2c29712a16faf8edcf8085d723b949f65e78af7106f,01/31/2023 09:40:37 AM,01/31/2023 09:48:37 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,303463,NOSTRAND AV/EMPIRE BL,POINT (-73.9507586666667 40.6628645),19,B44+,S,2,8.73438164052674,6736,8.788325874276475e-05,-73.9507586666667,40.6628645
352291382,8f0c8195c94e6db96ee13ff347170679c0667aab215f6b6d5de7b0d67a453133,01/31/2023 09:44:00 AM,01/31/2023 09:52:00 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,303469,NOSTRAND AV/CLARKSON AV,POINT (-73.94965533 40.65310683),19,B44+,S,2,8.73438164052674,6736,0.000164123929878807,-73.94965533,40.65310683
352291372,e233019eecbe9466eafaf24d74c24ad4f8905c69938ae8b1fbff2da583ff20c5,01/31/2023 09:51:00 AM,01/31/2023 09:59:00 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,303477,NOSTRAND AV/NEWKIRK AV,POINT (-73.947835 40.63503533),19,B44+,S,2,8.73438164052674,6736,4.044076966710842e-05,-73.947835,40.63503533
352291371,1adab5dd5563fd947b8ed7968ee32016c87ef4087c8830a757b974a7ed53a5d1,01/31/2023 07:34:17 AM,01/31/2023 09:46:14 AM,EXEMPT - BUS/PARATRANSIT,MOBILE BUS LANE,B44+,303459,NOSTRAND AV/ST JOHNS PL,POINT (-73.950706 40.6667891666667),19,B44+,S,2,8.73438164052674,6736,6.171756043671808e-05,-73.950706,40.6667891666667
352285368,938243a1748decb6ce56d72bcfeb3cf9aa2a90b4a24c6a0e7614f424976843a6,01/31/2023 08:37:54 AM,01/31/2023 08:48:20 AM,EXEMPT - EMERGENCY VEHICLE,MOBILE BUS LANE,B44+,303477,NOSTRAND AV/NEWKIRK AV,POINT (-73.9478073333333 40.6335873333333),19,B44+,S,2,8.73438164052674,6736,6.584909677338827e-05,-73.9478073333333,40.6335873333333
352221576,209153f8610a18c7c6510b6be01f9838caf2ba9780cb46bb13c1db33c809fad4,01/30/2023 04:53:00 PM,01/30/2023 05:11:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,303477,NOSTRAND AV/NEWKIRK AV,POINT (-73.94772517 40.63367267),19,B44+,S,2,8.73438164052674,6736,2.1944232111876044e-05,-73.94772517,40.63367267
352221496,f648f40a46e9c855b049c40b6806adf2be42ac70b7f9582906c8cb2a68fe636d,01/30/2023 04:52:07 PM,01/30/2023 05:13:43 PM,EXEMPT - BUS/PARATRANSIT,MOBILE BUS LANE,B44+,303376,NOSTRAND AV/AV L,POINT (-73.9476281666667 40.6308818333333),20,B44+,S,3,9.600707752669802,6725,0.0001554082251939074,-73.9476281666667,40.6308818333333
352221496,f648f40a46e9c855b049c40b6806adf2be42ac70b7f9582906c8cb2a68fe636d,01/30/2023 04:52:07 PM,01/30/2023 05:13:43 PM,EXEMPT - BUS/PARATRANSIT,MOBILE BUS LANE,B44+,303376,NOSTRAND AV/AV L,POINT (-73.9476281666667 40.6308818333333),14,B44+,N,2,10.117169753113812,6535,0.0001554082251939074,-73.9476281666667,40.6308818333333
352217739,395bb3ac6581cbe6ac4c4c1cc30e00d524b31838d34471830df8673965ab8e2b,01/30/2023 04:11:00 PM,01/30/2023 04:35:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,303477,NOSTRAND AV/NEWKIRK AV,POINT (-73.94765817 40.63379217),19,B44+,S,2,8.73438164052674,6736,9.694006320943144e-05,-73.94765817,40.63379217
352210006,b503ac58cf9405f7a9c3f53282d1816e93a283fa0a21f2e5cd26555ef1726797,01/30/2023 02:47:14 PM,01/30/2023 03:27:16 PM,TECHNICAL ISSUE/OTHER,MOBILE BUS LANE,B44+,901278,NOSTRAND AV/AV H,POINT (-73.9475685 40.6323226666667),16,B44+,N,4,8.170483654519208,145,6.088985854587601e-05,-73.9475685,40.6323226666667
352210006,b503ac58cf9405f7a9c3f53282d1816e93a283fa0a21f2e5cd26555ef1726797,01/30/2023 02:47:14 PM,01/30/2023 03:27:16 PM,TECHNICAL ISSUE/OTHER,MOBILE BUS LANE,B44+,901278,NOSTRAND AV/AV H,POINT (-73.9475685 40.6323226666667),13,B44+,N,1,8.985104512569402,6778,6.088985854587601e-05,-73.9475685,40.6323226666667
352209778,d711d463c098252b62d98c42ffb6032862974fa418d2bc15ad7d77cbe485303e,01/30/2023 06:35:00 PM,01/30/2023 06:47:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,303376,NOSTRAND AV/AV L,POINT (-73.94741 40.63038833),20,B44+,S,3,9.600707752669802,6725,1.257030482168566e-05,-73.94741,40.63038833
352209485,2b8b37b20420e601a2467ec5dbad699369879926c26499d29e98b7bc8bec5e70,01/30/2023 06:35:00 PM,01/30/2023 06:47:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,303376,NOSTRAND AV/AV L,POINT (-73.94740167 40.630035),20,B44+,S,3,9.600707752669802,6725,1.4298684426199275e-05,-73.94740167,40.630035
352209485,2b8b37b20420e601a2467ec5dbad699369879926c26499d29e98b7bc8bec5e70,01/30/2023 06:35:00 PM,01/30/2023 06:47:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,303376,NOSTRAND AV/AV L,POINT (-73.94740167 40.630035),14,B44+,N,2,10.117169753113812,6535,1.4298684426199275e-05,-73.94740167,40.630035
352209401,986acad31dadeaa195431b7e8f41dcb1d13b9a6bc93aae4d7ce742e9443fe79c,01/30/2023 12:03:00 PM,01/30/2023 12:25:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,303477,NOSTRAND AV/NEWKIRK AV,POINT (-73.9478865 40.63551533),19,B44+,S,2,8.73438164052674,6736,3.802005097570166e-05,-73.9478865,40.63551533
352202132,4ecd2c38f6b1364fe76a5636688e1412970188e02e61f77d57d01b6c4d54dc7a,01/30/2023 06:10:45 PM,01/30/2023 06:47:47 PM,EXEMPT - BUS/PARATRANSIT,MOBILE BUS LANE,B44+,303376,NOSTRAND AV/AV L,POINT (-73.9474333333333 40.6306683333333),20,B44+,S,3,9.600707752669802,6725,1.7214143429590367e-05,-73.9474333333333,40.6306683333333
352196544,662028e6033f2ea4d7d4727be80a0cb408712f2707dc13a1479d0e265c3fa7b7,01/30/2023 12:03:47 PM,01/30/2023 12:12:50 PM,EXEMPT - EMERGENCY VEHICLE,MOBILE BUS LANE,B44+,901278,NOSTRAND AV/AV H,POINT (-73.9476103333333 40.6319076666667),19,B44+,S,2,8.73438164052674,6736,2.9177408354732995e-05,-73.9476103333333,40.6319076666667
352192028,bd5f44bcb8c5040a0b68b35956d4c8a476cbd004b5ea77f45fad9ec11fd052dc,01/30/2023 12:12:00 PM,01/30/2023 12:24:00 PM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,303942,ROGERS AV/CHURCH AV,POINT (-73.95298217 40.655554),13,B44+,N,1,8.985104512569402,6778,1.1041652895990417e-05,-73.95298217,40.655554
352185824,66a43c27a970d0df514fa344fc36f1630543472aa6bc64614e42134e308c505b,01/30/2023 11:07:00 AM,01/30/2023 11:21:00 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,303477,NOSTRAND AV/NEWKIRK AV,POINT (-73.94791683 40.63581517),19,B44+,S,2,8.73438164052674,6736,3.8338701561742034e-05,-73.94791683,40.63581517
352179291,cd0011dc24afed1b7466ff8a6d3a8784e5399f0573bef05a5032242ed7b3fa77,01/30/2023 10:25:11 AM,01/30/2023 10:45:09 AM,TECHNICAL ISSUE/OTHER,MOBILE BUS LANE,B44+,303937,ROGERS AV/AV D,POINT (-73.9523391666667 40.649316),16,B44+,N,4,8.170483654519208,145,1.9806372203739946e-05,-73.9523391666667,40.649316
352179291,cd0011dc24afed1b7466ff8a6d3a8784e5399f0573bef05a5032242ed7b3fa77,01/30/2023 10:25:11 AM,01/30/2023 10:45:09 AM,TECHNICAL ISSUE/OTHER,MOBILE BUS LANE,B44+,303937,ROGERS AV/AV D,POINT (-73.9523391666667 40.649316),13,B44+,N,1,8.985104512569402,6778,1.9806372203739946e-05,-73.9523391666667,40.649316
352179286,7f98b5702fe07e1277e65eaed5b0b0c750643cfeaddcf0cffe5e201f0c0cdd1a,01/30/2023 07:57:00 AM,01/30/2023 10:25:00 AM,VIOLATION ISSUED,MOBILE BUS LANE,B44+,303937,ROGERS AV/AV D,POINT (-73.952315 40.648875),16,B44+,N,4,8.170483654519208,145,4.615586987559218e-05,-73.952315,40.648875
